<div class=jp> 今日、雨が降るんではないでしょうか。 </div>;"<div class=jp> (v-nonpast.plain)Sんではないでしょうか。 Means: ""I think that ~;"" ""Isn't it that~"" This ending indicates the speaker's conjecture in an indecisive fashion. Though the negative form is used, there is no negative meaning. んじゃないかな is used only in SPOKEN language and is the more casual form of んではないでしょうか </div><br> Today I think it might rain."
<div class=jp> 困っている人がいたら迷わず助けてあげる。 </div>;"<div class=jp> V-naiず（に） Meaning: Without V-ing; instead of V-ing This meaning is sometimes synonymous with ないで when ないで means ""without doing something"" or ""instead of doing something"" に is sometimes omitted. </div><br> If there are people in trouble, I give help without hesitating."
<div class=jp> 辞書を見ずに新聞が読めるようになりたいです。 </div>;"<div class=jp> V-naiず（に） Meaning: Without V-ing; instead of V-ing This meaning is sometimes synonymous with ないで when ないで means ""without doing something"" or ""instead of doing something"" に is sometimes omitted. </div><br> I would like to become able to read a newspaper without looking at the dictionary."
<div class=jp> 試験はペンで書かずに、鉛筆を使って下さい。 </div>;"<div class=jp> V-naiず（に） Meaning: Without V-ing; instead of V-ing This meaning is sometimes synonymous with ないで when ないで means ""without doing something"" or ""instead of doing something"" に is sometimes omitted. </div><br> Instead of writing with a pen on this test, please use a pencil."
<div class=jp> 両親に相談せずに、入学することを決めてしまった。 </div>;"<div class=jp> V-naiず（に） Meaning: Without V-ing; instead of V-ing NOTE THE EXCEPTION: する becomes せずに。 This meaning is sometimes synonymous with ないで when ないで means ""without doing something"" or ""instead of doing something"" に is sometimes omitted. </div><br> Without discussing it with my parents, I decided to go to a university (入学＝entry to school)."
<div class=jp> 日本人は丁寧で親切だ。そういう話をよく聞く。 </div>;<div class=jp> （そういう／こういう／ああいう）N  When used to describe what the speaker sees or perceives, the words refers to something/someone close to the hearer, close to the speaker, and away from both respectively. (2) The words can also refer to something the speaker has just mentioned  as is the case with this example. </div><br> The Japanese are polite and kind. I often hear that kind of story.
<div class=jp> 動物園でパンダの赤ちゃんが３匹生まれたそうだ。こういうニューズはうれしい。 </div>;<div class=jp> （そういう／こういう／ああいう）N  When used to describe what the speaker sees or perceives, the words refers to something/someone close to the hearer, close to the speaker, and away from both respectively. (2) These phrases can also be used to refer to something/someone the speaker just mentioned. こういう, specifically, can be used when the speaker or hearer has just stated something factual about something/someone. </div><br> It seems that a panda at the zoo has had 3 babies. I'm happy to hear news like that.
<div class=jp> トムー。。。の関係って面白いね。 山田ーうん、ああいう関係って、他の国ではあまり見られないだろうね。 </div>;<div class=jp> （そういう／こういう／ああいう）N  When used to describe what the speaker sees or perceives, the words refers to something/someone close to the hearer, close to the speaker, and away from both respectively. (2) these phrases can also refer to something the speaker or hearer has just mentioned. ああいう, specifically, is used when the information the speaker or hearer has just mentioned is known to both. </div><br> Tom- (a certain kind of)...relationship are interesting aren't they? Yamada- yeah, that sort of relationship is probably not something you really see in other countries.
<div class=jp> 奈良は日本で一番歴史の古い町の一つと言えるでしょう。 </div>;"<div class=jp> Sと言えるでしょう。 means: It probably can be said that ~; it is probably all right to say that ~. This pattern is used when the speaker is quite certain that his/her statement is correct, but wants to soften the statement so as not to appear too assertive. This is a formal expression. </div><br> It probably can be said that Nara is one of the cities with the oldest histories in Japan."
<div class=jp> 日本語を勉強する外国人は多くなってきていると言えるだろう。 </div>;"<div class=jp> Sと言えるだろう。 means: It probably can be said that ~; it is probably all right to say that ~. This pattern is used when the speaker is quite certain that his/her statement is correct, but wants to soften the statement so as not to appear too assertive. This is a formal expression. </div><br> It is probably all right to say that foreigners studying Japanese are coming to be more numerous."
<div class=jp> バレンタインデーにチョコレートをくれたということは、彼女は君が好きだということなんだよ。 </div>;"<div class=jp> XはY（という）ことなのだ。 Means: X is Y; X means that Y This structure is used to indicate what X is or what X means. なのだ makes the statement more emphatic. To make this expression more formal, use である in place of だ。Also notice how the なの became なん in this example. </div><br> To be given chocolate on Valentine's Day means that a girl likes you."
<div class=jp> お金持ちになることは、幸せになれるということなのだろう。 </div>;"<div class=jp> XはY（という）ことなのだ。 Means: X is Y; X means that Y This structure is used to indicate what X is or what X means. なのだ makes the statement more emphatic. To make this expression more formal, use である in place of だ。 </div><br> If you become a rich person, it may mean that you can become happy."
<div class=jp> 大阪まで新幹線で行きたいんですが、いくらでしょうか。 </div>;<div class=jp> 〜ん（だけど／ですが） means: but (in english, null in most situations) This phrase is used as a preliminary remark by the speaker to inform the hearer of the speaker's desire, the current situation, etc. before (a) asking a question related to that desire. (as seen in this example) んですが is more formal than んだけど。This expression is used in spoken/casually written Japanese. </div><br> I would like to go as far as Osaka by bullet train, but how much does it cost?
<div class=jp> 先生、この文法よく分からないんです。。。 </div>;<div class=jp> 〜ん（だけど／ですが） means: but (in english, null in most situations) This phrase is used as a preliminary remark by the speaker to inform the hearer of the speaker's desire, the current situation, etc. before (c) making a related request. Often, when a request is made it is unstated because it is understood (as seen in this example).  んですが is more formal than んだけど。This expression is used in spoken/casually written Japanese. </div><br> Teacher, I don't understand this grammar very well, so...(could you help me with it)
<div class=jp> 友達の誕生日にプレゼントを送りたいんだけど、何がいいと思う？ </div>;"<div class=jp> 〜ん（だけど／ですが） means: but (in english, null in most situations) This phrase is used as a preliminary remark by the speaker to inform the hearer of the speaker's desire, the current situation, etc. before (b) seeking an opinion on the matter. (as seen in this example) んですが is more formal than んだけど。This expression is used in spoken/casually written Japanese. </div><br> I want to get my friend a present for (her) birthday; what do you think would be good?"
<div class=jp> 子供の時、アニメが大好きだったんだ。それで、日本語を勉強しようと思ったんだ。 </div>;"<div class=jp> S１。それで、S２。 means: ""Because of that;"" ""so that's why; for that reason It is a sentence-initial conjunction. It precedes a fact, conclusion, decision, etc. In this, S1 is the cause/reason for the info stated in S2.  それで cannot be used when S2 is the speaker's judgement, request or command; in that case だから should be used. </div><br> When I was a child I loved anime. Because of that I thought I would study Japanese."
<div class=jp> トムは明日試験がある。だから今日のパーティーに来ないと思う。 </div>;"<div class=jp> S1. だから、S２。 means: that's why; because of that; for that reason. だから is used to indicate the speaker's judgement, request or command in S2, based on the information in S1.  それで cannot substitute だから in this situation. </div><br> Tom has a test tomorrow. That's why I don't think he'll come to today's party."
<div class=jp> 世界中、どこに行ってもマクドナルドが食べられる。 </div>;"<div class=jp> QW(prt)+V-teも When ても is used with a question word it means: ""no matter"" or ""without regard to"" </div><br> No matter where you go throughout the world you can eat McDonald's."
<div class=jp> この漢字何回覚えても、すぐに忘れてしまう。 </div>;"<div class=jp> QW(prt)+V-teも When ても is used with a question word it means: ""no matter"" or ""without regard to"" </div><br> No matter how many times I memorize this kanji I forget it right away."
<div class=jp> この問題は、いくら考えても分からない。 </div>;"<div class=jp> QW(prt)+V-teも When ても is used with a question word it means: ""no matter"" or ""without regard to"" </div><br> No matter how much I think about this problem I don't understand it."
<div class=jp> 試合に負けてどんなに悔しくても、泣いてはいけない。 </div>;"<div class=jp> QW(prt)_+(A)-te も When ても is used with a question word it means: ""no matter"" or ""without regard to"" </div><br> If you lose the game, no matter how regrettable it is you mustn't  cry."
<div class=jp> 彼はギターがとても上手だ。どんな曲でも弾ける。 </div>;"<div class=jp> QW (prt) + (ANa/N) + でも When ても is used with a question word it means: ""no matter"" or ""without regard to"" NOTE: QW: どんな、どこ、いくら、誰、いつ、何 </div><br> He is skilled at playing guitar. No matter what tune it is, he can play it."
<div class=jp> 日本にいるうちに、色々な所に旅行に行きたい。 </div>;<div class=jp> V−plain.nonpastうちに is used when someone does something before a situation or state changes. 間に can not substitute for うちに here, even though the ない form of the verb is not used, because the statement implies that it would be not possible, easy or wise to go to places in Japan after he is not in Japan anymore. </div><br> While I'm still in Japan, I want to go visit various places.
<div class=jp> 熱いうちに、どうぞ召し上がって下さい。 </div>;<div class=jp> A-plain.nonpast うちに is used when someone does something before a situation or state changes. 間に  might be able to substitute for うちに here, because the ない form of the verb is not used, and because the statement doesn't imply that it would be not possible, easy or wise to eat after the food is not hot. </div><br> While it is still hot, please eat. (very polite phrasing)
<div class=jp> 暑くならないうちに、犬の散歩をしてきた方がいいよ。 </div>;<div class=jp> A-plain.nonpast うちに is used when someone does something before a situation or state changes. 間に can not substitute for うちに here because the ない form of the verb is used。 </div><br> It's best to walk the dog before it becomes hot outside.
<div class=jp> 子供のうちに外国語を勉強すると発音がよくなるそうだ。 </div>;<div class=jp> Nのうちに is used when someone does something before a situation or state changes. 間に can not substitute for うちに here, even though the ない form of the verb is not used, because the statement implies that it would be not possible, easy or wise to develop good pronunciation after you are no longer a child. </div><br> If you study foreign languages while you're still a child you can develop good pronunciation.
<div class=jp> できれば医者になりたいが、授業料が高いので難しいかもしれない。 </div>;"<div class=jp> できれば／できたら means: If possible; if you don't mind; if it's all right It literally means ""if possible"" but can be used to ask a favor of someone in a less direct way. できれば is slightly more formal than できたら。 </div><br> If possible, I would like to become a doctor, but the tuition cost is expensive so it'll probably be difficult to do."
<div class=jp> スミスさん、できれば、この英語、直してくれると助かるんだけど。 </div>;"<div class=jp> できれば／できたら means: If possible; if you don't mind; if it's all right It literally means ""if possible"" but can be used to ask a favor of someone in a less direct way. できれば is slightly more formal than できたら。 </div><br> Ms. Smith, if you don't mind, it would really help me if you'd fix this english, but...(could you?)"
<div class=jp> 山田さん、できたら、果物を持って来てくれない。 </div>;"<div class=jp> できれば／できたら means: If possible; if you don't mind; if it's all right It literally means ""if possible"" but can be used to ask a favor of someone in a less direct way. できれば is slightly more formal than できたら。 </div><br> Mr. Yamada, if possible, could you bring fruits with you for me?"
<div class=jp> いま、食べたばかりですから,　お腹がいっぱいで、何も食べられません。 </div>;"<div class=jp> V-plain.past ばかりだ。 Means: ""have just V-ed"" Indicates that someone has just done something or something has just happened. The noun modification form is ばかりの。 </div><br> I am so full and can't eat anything else, because I ate just now."
<div class=jp> 先週、一年生に成ったばかりの学生のためのオリエンテーションがあった。 </div>;"<div class=jp> V.plain.nonpast ばかりの N Means: ""have just V-ed"" Indicates that someone has just done something or something has just happened. The noun modification form is ばかりの. </div><br> Last week was the orientation for the students who just became freshman."
<div class=jp> 一日当たり５千円もらったことになる。 </div>;"<div class=jp> number+counter当たりNumber+counter Means: per~; a ~; for a ~ </div><br> I will mean I received 5 thousand yen per day."
<div class=jp> 一時間当たり１０ドル </div>;"<div class=jp> number+counter当たりNumber+counter Means: per~; a ~; for a ~ </div><br> 10 dollars per hour"
<div class=jp> 一人当たりのコスト </div>;"<div class=jp> number+counter当たりのN Means: per~; a ~; for a ~ </div><br> cost per person"
<div class=jp> 背が高いのは弟の方だ。でも、足が速いのは僕の方だ。 </div>;<div class=jp> SのはXの方だ。 This is used to emphasize that it is X that makes the proposition (assertion/judgement) in S true. Means: It is X that S. </div><br> It is my younger brother who is tall. But it is I who am faster.
<div class=jp> あのレストランは静かだ。でも、食べ物がおいしいのはこのレストランの方だと思う。 </div>;<div class=jp> SのはXの方だ。 This is used to emphasize that it is X that makes the proposition (assertion/judgement) in S true. Means: It is X that S. </div><br> That restaurant is quiet. But I think it is this restaurant that has delicious food.
<div class=jp> 一週間に一回はプールで泳ぐようにしている。 </div>;"<div class=jp> #(+counter)は  When the particle は follows a quantifier (i.e. a word such as 3本 or 少し), it adds the meaning ""at least."" </div><br> I'm trying my best to swim at least once a week."
<div class=jp> 仕事が忙しくても、昼ご飯だけは食べて下さいね。 </div>;"<div class=jp> N　(だけ／ぐらい／くらい）は When the particle は follows a quantifier (i.e. a word such as 3本 or 少し), it adds the meaning ""at least."" だけは、ぐらいは、and くらいは after a noun have the same meaning. </div><br> No matter how busy you are at work, please at least eat lunch."
<div class=jp> 日本には、本州をはじめ四つの大きな島がある。 </div>;"<div class=jp> Nをはじめ means: beginning with~; starting with ~; including ~ </div><br> Japan, starting with Honshuu, has four large islands."
<div class=jp> もうこれ以上は食べられません。 </div>;"<div class=jp> Demonstrative Pronoun 以上  means:""equal to or more than X""; ""more than;"" ""or more"" </div><br> I can't eat any more than this."
<div class=jp> １８歳以上の人しか見られません。 </div>;<div class=jp> # (+counter) 以上  means: equal to or more than X, more than, or more </div><br> Those who aren't 18 years old or more can't watch.
<div class=jp> プレゼントは５０ドル以下の物にしようと思う。 </div>;"<div class=jp> ＃（＋counter) 以下 means ""equal to or less than X;"" ""less than;"" ""or less"" </div><br> I'm thinking as a present I will get something for $50 or less."
<div class=jp> コースを開くためには、学生が五人以上必要です。それ以下の場合は、キャンセルです。 </div>;"<div class=jp> ＃（＋counter) 以下 Demonstrative pronoun 以下  The first means ""equal to or more than X"" The second is ""equal to or less than X, less than, or less"" </div><br> In order to open the class there must be 5 students or more. In the event that it is less than that, the class will be canceled."
<div class=jp> 私は、愛さえあれば幸せです。 </div>;"<div class=jp> N( =clause X) さえ V-cond (=clause Y) Means: If~ only ~; If~ just ~; as long as; If only (clause X), then (Clause Y) The grammar is used when the condition presented in the clause is the only condition to make the statement in the main clause true. さえ replaces が and を, but never any other particle in this structure. </div><br> As long as I have love, I am happy."
<div class=jp> いい友達さえいれば、他に欲しいものありません。 </div>;"<div class=jp> N( =clause X) さえ V-cond (=clause Y) Means: If~ only ~; If~ just ~; as long as; If only (clause X), then (Clause Y) The grammar is used when the condition presented in the clause is the only condition to make the statement in the main clause true. さえ replaces が and を, but never any other particle in this structure. </div><br> If I only had good friends, then I wouldn't want anything else."
<div class=jp> 雨さえ降らなければ、車の運転は怖くない。 </div>;"<div class=jp> N( =clause X) さえ V-cond (=clause Y) Means: If~ only ~; If~ just ~; as long as; If only (clause X), then (Clause Y) The grammar is used when the condition presented in the clause is the only condition to make the statement in the main clause true. さえ replaces が and を, but never any other particle in this structure. </div><br> As long as it doesn't rain, driving a car isn't scary."
<div class=jp> 20年も乗っていた車がついにうごくなってしまった。 </div>;"<div class=jp> ついに meaning: at last; in the end; after all is an adverb indicating that something happens or something expected doesn't happen, after waiting for it, longing for it, expecting it to happen, making an effort to make it happen, or after struggling/suffering in a hard situation for a long time. </div><br> The car we used for as many as 20 years finally stopped working."
<div class=jp> 日本の有名な小説がハリウッドで映画化させることになった。 </div>;"<div class=jp> N+化する Meaning: -ize; make; become; change to 化する is a suffix and adds the meaning ""-ization"" to nouns and no-adjectives. </div><br> It has been decided that a famous Japanese novel will become a movie in Hollywood."
<div class=jp> この大学は外国人が多くて、国際化が進んでいる。 </div>;"<div class=jp> N＋化 Meaning: -ization; making ~; becoming~; changing to ~  The suffix 化 adds the meaning ""-ization"" to nouns and no-adjectives. </div><br> There are many foreigners at this school, and internationalization is continuing."
<div class=jp> 最適化 一般化 </div>;"<div class=jp> ANo + 化  Meaning: -ization; making ~; becoming~; changing to ~  The suffix 化 adds the meaning ""-ization"" to nouns and no-adjectives. </div><br> さいてきか：optimization いっぱんか：generalization"
<div class=jp> 先生のオフィスアワーに研究室に行きました。ところが、先生はいらしゃらなかった。 </div>;"<div class=jp> S１。ところが　S２ where S1=what's expected; S2= what actually occurred.  Means: however; but; nevertheless  ところが is a sentence initial conjunction used when something takes place which is unexpected from the preceding context. NOTE: ところがS2 is an event the speaker CANNOT control (like the sensei not being  there as expected) In the event that something unexpected didn't happen by the speaker's doing でも is the appropriate conjunction (such as, the teacher was there, but speaker changed his mind to meet her at the last second) </div><br> I went to the professor's office during my teacher's office hours. Nevertheless, the teacher wasn't there."
<div class=jp> スミスさんは日本に１０年も住んでいたから、日本語が上手に話せるに違いない。 </div>;<div class=jp> 〜に違いない This structure indicates that the speaker is certain that something is true or is the case. PRIMARLY USED IN WRITTEN language. </div><br> Ms. Smith has spent as many as 10 years living in Japan, I'm certain she can speak japanese skillfully.
<div class=jp> 日本のマンガをもとにしてたくさんのアニメやゲームが作られている。 </div>;"<div class=jp> N をもとに（して） is a compound particle meaning ""based on."" Here, して is optional. </div><br> Lots of anime and games are made based on Japanese comics."
<div class=jp> これは、私の子供の時の経験をもとにした小説です。 </div>;"<div class=jp> N1 をもとにした N2 Means:  N2 ""based on"" N1 </div><br> This is the novel based on my childhood experiences."
<div class=jp> 母と同じで、私もえびのアレルギーがあるので、えびはたべられないんです。 </div>;"<div class=jp> N と同じで Meaning: ""just like N' </div><br> Just like my mom, I have an allergy to shrimp, so I don't eat shrimp."
<div class=jp> スノーボードはスキーと違って、スティックを使わずにすべります。 </div>;"<div class=jp> XはYと違っう／と同じだ/ 似ている X is ""the same as""/ """"different from""/ ""similar to"" Y This form is used when X and Y are in a reciprocal relationship. </div><br> The snowboard is different from Y in that you can slide without using a stick."
<div class=jp> 多くの国に違って、日本では２０歳にならないと投票できない。 </div>;"<div class=jp> N　と違って means= unlike N;  Different from N; unlike ~ </div><br> Japan is different from many countries in that you cannot vote until you turn 20."
<div class=jp> 田中さんは長い間アメリカに住んでいたので、あまり日本人らしくない。 </div>;"<div class=jp> 〜らしくない／らしくありません Means: not much like, not typical of ~; not typical~; not X-like. </div><br> Mr. Tanaka spent a along time living in America, so he isn't very much like a typical Japanese person."
<div class=jp> 「男らしい」とか「女らしい」という言葉は、あまり好きではありません。誰でも、その人らしく生きればいいのではないでしょうだ。 </div>;"<div class=jp> N らしい  means that something/someone is representative of N. and XはNらしい conveys the idea that X has the positive characteristics of N. NOTE: らしい is an i-adjective so the noun-mod and adverbial forms are らしい and らしく respectively. </div><br> I don't like words such as ""manly"" or ""womanly"" very much. Wouldn't it be good if people just lived in the way right for them?"
<div class=jp> アメリカ的；歴史的な 文学的な；国際的 一般的； </div>;"<div class=jp> N+的 the suffix is attached to nouns to make them な-adjectives. When these adj modify nouns, the な is sometimes omitted. </div><br> American; historical literary; international general"
<div class=jp> 漢字がもっと簡単に覚えられたらいいのになあ。 </div>;<div class=jp> S-plain.past (V are typically volitional) らいいのになあ。 is used to express the speaker's wish, which, in this structure, is usually counterfactual. なあ serves to make it more emotive. Verbs, usually volitional, refer to the SPEAKER'S actions. This is a very casual expression. </div><br> I wish it was easier to be able to memorize kanji.
<div class=jp> 量は多かったけれど、お腹がすいていたから、ほとんど食べてしまった。 </div>;"<div class=jp> ほとんど　V Means ""almost all; most of (it, the time, etc.)"" It is only used with the amount of something is the issue. </div><br> There was too much food, but I was really hungry so I ate almost all of it."
<div class=jp> おいしい料理だったが、お腹が痛くてほとんど食べられなかった。 </div>;"<div class=jp> ほとんど〜ない。 means: hardly (ever); rarely; almost no(thing) </div><br> The food was delicious, but my stomach was hurting so I hardly ate any of it."
<div class=jp> ほとんどの人が彼のことを知っている。 </div>;"<div class=jp> ほとんどの N means Almost all N; most of N </div><br> Almost all people know him."
<div class=jp> 先生の説明を聞いて、分かったような気がしたけど、家に帰ってもう一度勉強し直したら、また分からなくなってしまった。 </div>;"<div class=jp> ~(ような）気がする Meaning; I feel that~: I have a feeling that ~; have the impression that ~; it seems to me that~  It indicates that the speaker is not certain about something, but has the feeling that it's true. ような can be dropped without changing the meaning. </div><br> It seemed to me that I understood after hearing the teacher's explanation, but after returning home and trying to study it over again, once again, I didn't understand it."
<div class=jp> 誰かがドアをノックしたような気がするから、ちょっと見てくれない？ </div>;"<div class=jp> ~(ような）気がする Meaning; I feel that~: I have a feeling that ~; have the impression that ~; it seems to me that~  It indicates that the speaker is not certain about something, but has the feeling that it's true. ような can be dropped without changing the meaning. </div><br> I have a feeling that someone knocked on the door, would you go have a look?"
<div class=jp> これから公園へサッカーをしに行くところです。 </div>;<div class=jp> V-nonpast ところ Means: (when) ~is about to V </div><br> From here, we are about to go play soccer at the park.
<div class=jp> 話すところ </div>;<div class=jp> V-nonpast ところ Means: (when) ~ is about to V  ところ indicates a point in time just before, during, or just after an event, the time indicated depends on the preceding verb tense. </div><br> ~is about to talk
<div class=jp> 食べているところ 考えているところ 電話をかけているところ </div>;"<div class=jp> V−teいるところ Means: (when)~ is V-ing; (while)~is V-ing; (when)~ is in the midst of V-ing ところ indicates a point in time just before, during, or just after an event, the time indicated depends on the preceding verb tense. </div><br> (when) ~is eating  (while) ~ is thinking  (when) ~ is in the midst of calling"
<div class=jp> ちょうど勉強が終わったところに友達から電話がかかってきた。 </div>;<div class=jp> V−past ところ Means: (after) ~have just V-ed ところ indicates a point in time just before, during, or just after an event, the time indicated depends on the preceding verb tense. When ところに appears the clause is a time clause, as here. </div><br> Exactly after I had just studied, I got a call from my friend.
<div class=jp> 試験が終わってから、答えを間違えたことに気がつけました。 </div>;"<div class=jp> S　ことに気がつく means: notice (that~); realize that ~  Notice that the presence of こと in a sentence using this grammar may not always be the nominalizer meaning ""that."" It could be a noun meaning ""thing"" following the noun-typed usage of this grammar. </div><br> After the test ended, I realized that the answers were wrong."
<div class=jp> なかなか面白いことにき気がつきました。 </div>;"<div class=jp> N　に気がつく。  Means: notice (that~); realize that ~  Notice that the presence of こと in a sentence using this grammar will not always be the nominalizer meaning ""thing."" It could be the Sこと form for statements using this grammar. </div><br> I noticed that there are some pretty interesting things."
<div class=jp> 子供達が幸せな人生が送れるようにと願っています。 </div>;<div class=jp> S-plain.nonpast ように（と）願う Means: hope that ~ And is used to express the speaker's hope or desire that what is stated in the sentence will become a reality. </div><br> I hope that the children can be sent a happy life.
<div class=jp> 弟が大学の入学試験に合格できるようにと毎日祈っています。 </div>;<div class=jp> V.nonpast.plan. ように（と）祈る Means: pray that ~ Used to express the speaker's hope or desire that what is stated in the sentence will become a reality. </div><br> I am praying every day that my younger brother will be able to pass the university entrance exam.
<div class=jp> 寿司が好きな人もいるし、嫌いな人もいる。 </div>;"<div class=jp> N1も　V-plainし　N2もV Means: some do ~ and others do ~; sometimes ~ and sometimes ~; do ~ and ~ among other things, and more (pg 142 in とびら） </div><br> There are people who like sushi and there are people who don't like sushi."
<div class=jp> この教科書は、会話も練習できるし、文化も学べます。 </div>;"<div class=jp> N1も V-plain　し、N2も V  Means: do ~ and ~ among other things; sometimes ~ and sometimes ~; ~ and also ~; ~ and ~ as well; other meanings exist: pg 142 in とびら </div><br> With this textbook you can practice conversation and study culture among other things."
<div class=jp> 寿司好きな人もいれば、嫌いな人もいます。 </div>;"<div class=jp> N1も V-conditional, N2 も　V。 Means: some do ~ and others do ~; do ~ and ~ among other things; sometimes ~ and sometimes ~; there are times when ~ and times when ~; ~ and also ~; ~ and ~ as well. This sentence structure is used to present some members in a group, things in a category, actions someone takes, characteristics of something/someone, etc. among others. Although the form of the verb here is conditional, the meaning is NOT conditional in its usage. </div><br> There are people who like sushi and there are people who don't like sushi."
<div class=jp> この教科書は、会話も練習できれば、文化も学べます。 </div>;"<div class=jp> N1も V-conditional, N2 も　V。 Means: some do ~ and others do ~; do ~ and ~ among other things; sometimes ~ and sometimes ~; there are times when ~ and times when ~; ~ and also ~; ~ and ~ as well. This sentence structure is used to present some members in a group, things in a category, actions someone takes, characteristics of something/someone, etc. among others. Although the form of the verb here is conditional, the meaning is NOT conditional in its usage. </div><br> With this textbook you can practice conversation and study culture among other things."
<div class=jp> 漢字を勉強する時いつも、如何してこんなたくさん漢字があるのだろうかと思う。 </div>;<div class=jp> Sの（だろう／でしょう）か  Means: I wonder ~ Indicates a self-addressed question which can either be a yes-no question or a wh- question. </div><br> Every time I study kanji, I ask myself why there are so many of them.
<div class=jp> 絶対に怒らない人がいるのだろうか。私は絶対にそんな人はいないと思う。 </div>;"<div class=jp> （そんな／あんな／こんな）N そんな／あんな： Means: that kind of ~; ~like that あんな： Means: this kind of ~; ~ like this  these words are synonymous with そういう、ああいう、こういう respectively and are a bit more colloquial than them. </div><br> I wonder if there are people who don't get angry no matter what. I think there are definitely not people like that."
<div class=jp> 学校が終わって、子供達はそれぞれ自分の家に帰って行った。 </div>;"<div class=jp> それぞれ Predicate Means: each; one's own; in one's own way それぞれ is used to focus on each individual or thing in a group of people or things, and means ""each (one of them)."" </div><br> At the end of school, the children went home to each of their own houses."
<div class=jp> それぞれの国には、それぞれの文化や習慣がある。 </div>;"<div class=jp> それぞれ のN Means: each; one's own; in one's own way それぞれ is used to focus on each individual or thing in a group of people or things, and means ""each (one of them)."" </div><br> Each country has it's own culture and traditions."
<div class=jp> 来月山田先生が結婚するらしいですよ。 </div>;"<div class=jp> 〜らしい。 Means: seem; apparently; I heard that ~; it looks like  The auxiliary i-adjective らしい is used to express the speaker's conjecture based on what he/she has learned through an information source or his/her own observation </div><br> It seems that professor Yamada is getting married next month."
<div class=jp> 先輩によると、あの先生の授業は大変らしい。 </div>;"<div class=jp> 〜らしい。 means: Seem; apparently; I heard that~; it looks like  Nによると。 Means: according to N </div><br> According to my upperclassmen, it seems that teacher's lessons are really difficult."
<div class=jp> 外国語が上手になりたかったら、あきらめないで毎日勉強し続けることが大切です。 </div>;"<div class=jp> V−masu　続く Means: continue to; continue V-ing; go on V-ing; keep (on) V-ing;all the way; all the time  This phrase is used when the subject continues doing something volitionally. </div><br> If you want to become skilled at a foreign language, it is important to continue studying everyday."
<div class=jp> たけしさんはコンピュータゲームばかりしていて全然勉強しないそうです。 </div>;"<div class=jp> VNばかりする Means: Nothing But; always; all the time  ばかり is used to express the idea that someone does one thing all the time and does nothing else, or that someone chooses just one thing among others when doing something.  Ex: 田中さんはマンガばかり読んでいる。 can mean: (= All tanaka does is read comics); (= Tanaka reads only comics); (=When Masao reads, he reads nothing but comics)  NOTE: ばっかり is more colloquial than ばかり </div><br> It seems that Takeshi is always only playing computer games and never studies."
<div class=jp> ルームメイトは、毎日寝てばかりいる。授業に行かなくてもいいのかなあ。 </div>;"<div class=jp> V−te ばかりいる。 Means: Nothing But; always; all the time  ばかり is used to express the idea that someone does one thing all the time and does nothing else, or that someone chooses just one thing among others when doing something.  Ex: 田中さんはマンガばかり読んでいる。 can mean: (= All tanaka does is read comics); (= Tanaka reads only comics); (=When Masao reads, he reads nothing but comics)  NOTE: ばっかり is more colloquial than ばかり </div><br> My roommate does nothing but sleep everyday. I wonder if he doesn't have to go to his lessons."
<div class=jp> 田中さんとばかり遊ぶ。 </div>;"<div class=jp> N (Prt) ばかり　V  V−te ばかりいる。 Means: Nothing But; always; all the time  ばかり is used to express the idea that someone does one thing all the time and does nothing else, or that someone chooses just one thing among others when doing something.  Ex: 田中さんはマンガばかり読んでいる。 can mean: (= All tanaka does is read comics); (= Tanaka reads only comics); (=When Masao reads, he reads nothing but comics)  NOTE: ばっかり is more colloquial than ばかり </div><br> Play only with Tanaka."
<div class=jp> 「真っ」の発音 真っ赤 真っ青 真北 真っ昼間 真下 真夜中 </div>;"<div class=jp> 真っX where X = adjective or Noun Means: very; pure; totally; right; mid-  真っAdj indicates the degree of something is very high or is at the highest level.  真っNoun indicates the center of a space or time span.   The english translation of 真っ varies according to the word that follows it. </div><br> まっか：bright/deep red; flushed      (of face) まっさお：deep blue; ghastly                blue まきた：due north まっぴるま：broad daylight ました： right under; directly        below まよなか： midnight"
<div class=jp> 東京は電車矢地下鉄やバスが便利な街なので、車がなくても生活できると言うわけです。 </div>;"<div class=jp> ~わけだ。 is used in 3 situations. For this one it is (1) when a speaker provides the reason for a previous statement. Means: The reason is that ~; It means that ~; That's why~; No wonder~; naturally </div><br> Tokyo has convenient streets, trains, subways and buses, that's why even without a car you can go about life."
<div class=jp> A)　このレストランの料理がおいしくない。 B）行きたくないわけですね。 </div>;"<div class=jp> ~わけだ。 Means: The reason is that~; it means that~; that's why~; no wonder~; naturally  Can be used in 3 situations, here it is (2) when a speaker reaches a logical conclusion based on what he/she has learned from the hearer or has discovered. </div><br> A) This restaurant's food is not good. B) That's why you don't want to go, isn't it?"
<div class=jp> あっ、ヒーターが止まっている。寒いわけだ。 </div>;"<div class=jp> 〜わけだ。 Means: The reason is that~; it means that~; that's why~; no wonder~; naturally Is used in 3 ways, her e it is (3) when the speaker understands the reason for what he/she has learned from the hearer or what he/she has discovered.  (here, she's discovered it's cold and now knows the reason, so she exclaims ""that's why..."") </div><br> Ah, the heater has stopped. That's why it's cold!"
