今日、小テストがあるなどということは、知らなかった。;I had no idea there was a quiz (or anything) today.;Nなどという（もの／人／etc.) は Means: things/people/etc. like ~ To contract this sentence, なんて could substitute for などという人は
今日、小テストがあるなんて、知らなかった。;I had no idea there was a quiz (or anything) today.;"Sなんて（、／は） Means: ""Things like S"" なんて is the colloquial form of など（は）which is (specifically in this case) the abbreviation of などということは。"
寿司が嫌いな日本人などという人は聞いたことがない。;lit= I have never heard of someone like a Japanese person who doesn't like sushi.  meaning = I've never heard of a Japanese person who doesn't like sushi.;Nなどという（もの／人／etc.) は Means: things/people/etc. like ~ To contract this sentence, なんて could substitute for などという人は
寿司が嫌いな日本人なんて聞いたことがない。;lit= I have never heard of someone like a Japanese person who doesn't like sushi.  meaning = I've never heard of a Japanese person who doesn't like sushi.;"Sなんて（、／は） Means: ""Things like S"" なんて is the colloquial form of など（は）which is (specifically in this case) the abbreviation of などということは。"
ローラーブレードなどというのは簡単だよ。;Things like rollerblading are easy.;Nなどという（もの／人／etc.) は Means: things/people/etc. like ~To contract this sentence, なんて could substitute for などというのは
ローラーブレードなんて簡単だよ。;Things like rollerblading are easy.;"Sなんて（、／は） Means: ""Things like S"" なんて is the colloquial form of など（は）which is (specifically in this case) the abbreviation of などということは。"
「すごい」や「かわいい」などという言葉は若い人達がよく使う表現だ。;"Words like ""awesome"" or ""cute"" are expressions often used by young people.";Nなどという（もの／人／etc.) は Means: things/people/etc. like ~ To contract this sentence, なんて could substitute for などという人は
「すごい」や「かわいい」などは、若い人たちが良く使う表現だ。;"Words like ""awesome"" or ""cute"" are expressions often used by young people.";"Sなんて（、／は） Means: ""Things like S"" なんて is the colloquial form of など（は）which is (specifically in this case) the abbreviation of などということは。"
こんなまずい料理をおいしいなどということを言ったのは誰だ？;Who was it that said unappetizing food like this was delicious?;Nなどという（もの／人／etc.) は Means: things/people/etc. like ~ To contract this sentence, なんて could substitute for などという人は
こんなまずい料理をおいしいなどと言ったのは誰だ？;Who was it that said unappetizing food like this was delicious?;S(quotation)などと is the abbreviation of: S(quotation) などということを。 Means: things/people/etc. like ~ なんて is the colloquial version of などは
朝、起きたら、私はまずコーヒーを飲む。;In the morning, after waking up, the first thing I do is drink coffee.;"まず is an adverb meaning ""first of all,"" ""first;"" ""to begin with;"" before anything"""
家に帰って、まず最初にすることは、手を洗ってうがい(gargle)をすることです。;The first thing I do when I get home is wash my hands and gargle.;"まず is an adverb meaning ""first of all,"" ""first;"" ""to begin with;"" before anything"""
今日はみそ汁を作ります。まず、次の材料を準備してください。;Today we'll make miso soup. First of all, please prepare the following ingredients.;"まず is an adverb meaning ""first of all,"" ""first;"" ""to begin with;"" before anything"""
この問題について、グループで話し合って下さい。;Please talk to each other in a group about this problem.;"V−masu合う is a compound verb that creates the meaning of ""V (to/for) each other"" or ""V with~"""
大きいな災害（さいがい）の時は、みんなで助け合うことが大切だ。;In the event of a big disaster, it is important that everyone help each other.;"V−masu合う is a compound verb that creates the meaning of ""V (to/for) each other"" or ""V with~"""
高校生の時、よく友達と写真を撮り合ったり見せ合ったりして遊んだ。;When I was in high school, my friends and I used to take pictures of each other and show them to each other for fun.;"V−masu合う is a compound verb that creates the meaning of ""V (to/for) each other"" or ""V with~"""
新しい車を買うためにお金をためています。;I am saving up money so that I can buy a new car.;"(V-plain.nonpast)XためにY Meaning: so that ~; in such a way that~  .states a purpose or the way that something is to be done. here, X represents an action which can be controlled by the subject of Y"
日本語が上手になるように、毎日練習している。;I practice every day so that I'll become good at Japanese.;(V-nonpast)XようにY Used to state a purpose or the way in which something is to be done. X, here, represents a state or event which is beyond the control of the subject of Y and will arise as the result of the an action in Y. The verb form before ように is often negative or potential in form.
先生は、学生が分かるようにやさしい単語を使って説明した。;The teacher explained using easy vocabulary words so that the students could understand.;(V-nonpast)XようにY Used to state a purpose or the way in which something is to be done. X, here, represents a state or event which is beyond the control of the subject of Y and will arise as the result of the an action in Y. The verb form before ように is often negative or potential in form.
みんなに聞こえるように、大きい声で話して下さい。;Please talk in a loud voice so that everyone can hear you.;(V-nonpast)XようにY Used to state a purpose or the way in which something is to be done. X, here, represents a state or event which is beyond the control of the subject of Y and will arise as the result of the an action in Y. The verb form before ように is often negative or potential in form.
朝寝坊をしないように、目覚まし時計をセットしておきます。;So that I don't sleep in in the morning, I'll set my alarm clock (in preparation).;(V-nonpast)XようにY Used to state a purpose or the way in which something is to be done. X, here, represents a state or event which is beyond the control of the subject of Y and will arise as the result of the an action in Y. The verb form before ように is often negative or potential in form.
日本で働きたいのなら、日本の会社に就職できるように、日本語をもっと練習しておいたほうがいいですよ。;If you want to work in Japan, so you should practice your Japanese harder so that you can get a job at a Japanese company.;(V-nonpast)XようにY Used to state a purpose or the way in which something is to be done. X, here, represents a state or event which is beyond the control of the subject of Y and will arise as the result of the an action in Y. The verb form before ように is often negative or potential in form.
ある日、突然、日本人が話す普通の日本語が分かるようになった。;Suddenly one day, I was able to understand everyday Japanese that Japanese people speak.;(V-nonpast)XようにY Used to state a purpose or the way in which something is to be done. X, here, represents a state or event which is beyond the control of the subject of Y and will arise as the result of the an action in Y. The verb form before ように is often negative or potential in form.
私は、何年か前、ニューヨークである有名人に会いました。;A few years ago, I met a celebrity in New York.;(V-nonpast)XようにY Used to state a purpose or the way in which something is to be done. X, here, represents a state or event which is beyond the control of the subject of Y and will arise as the result of the an action in Y. The verb form before ように is often negative or potential in form.
昔、昔、ある所に、おじいさんとおばあさんが住んでいました。;Once upon a time, in a far away land, there lived an old man and an old woman.;"あるN Means: a; a certain; some; some (one/thing) This grammar is used when the speaker has a specific X in mind but does not want/need to be specific. Here, ある所 refers to an imaginary place in a folk tale. ある日 refers to a specific day, ある有名人 refers to (a) specific famous person/people."
地球温暖化（ちきゅうおんだんか：global warming)の問題はもっと大きくなっていくのではないでしょうか。;I think that the problem of global warming may grow bigger from now on.;"Sのではないでしょうか。 Means: ""I think that ~;"" ""Isn't it that~"" This ending indicates the speaker's conjecture in an indecisive fashion. Though the negative form is used, there is no negative meaning. のではないでしょうか is used only in WRITTEN language and is the LESS formal version of ではないだろう which is also used only in written language."
あのクラスは、毎日宿題があるので、大変なのではないだろうか。;That class has homework and quizzes everyday, so I think it may be difficult.;"Sのではないだろうか。 Means: ""I think that ~;"" ""Isn't it that~"" This ending indicates the speaker's conjecture in an indecisive fashion. Though the negative form is used, there is no negative meaning. のではないだろうか is used only in WRITTEN language and is the MORE formal version of ではないでしょうか。 which is also used only in written language."
このアパートは広いから、二人で住めるんじゃないかな。;This apartment is pretty wide (big), so I think two people may be able to live here.;"(v-nonpast.plain)Sんじゃないかな。 Means: ""I think that ~;"" ""Isn't it that~"" This ending indicates the speaker's conjecture in an indecisive fashion. Though the negative form is used, there is no negative meaning. んじゃないかな is used only in SPOKEN language and is the more casual form of んではないでしょうか。"
今日、雨が降るんではないでしょうか。;Today I think it might rain.;"(v-nonpast.plain)Sんではないでしょうか。 Means: ""I think that ~;"" ""Isn't it that~"" This ending indicates the speaker's conjecture in an indecisive fashion. Though the negative form is used, there is no negative meaning. んじゃないかな is used only in SPOKEN language and is the more casual form of んではないでしょうか"
困っている人がいたら迷わず助けてあげる。;If there are people in trouble, I give help without hesitating.;"V-naiず（に） Meaning: Without V-ing; instead of V-ing This meaning is sometimes synonymous with ないで when ないで means ""without doing something"" or ""instead of doing something"" に is sometimes omitted."
辞書を見ずに新聞が読めるようになりたいです。;I would like to become able to read a newspaper without looking at the dictionary.;"V-naiず（に） Meaning: Without V-ing; instead of V-ing This meaning is sometimes synonymous with ないで when ないで means ""without doing something"" or ""instead of doing something"" に is sometimes omitted."
この作文はコンピュータを使わずに手で書いた。;"I wrote this composition by hand; I didn't use a computer.";"V-naiず（に） Meaning: Without V-ing; instead of V-ing This meaning is sometimes synonymous with ないで when ないで means ""without doing something"" or ""instead of doing something"" に is sometimes omitted."
試験はペンで書かずに、鉛筆を使って下さい。;Instead of writing with a pen on this test, please use a pencil.;"V-naiず（に） Meaning: Without V-ing; instead of V-ing This meaning is sometimes synonymous with ないで when ないで means ""without doing something"" or ""instead of doing something"" に is sometimes omitted."
両親に相談せずに、入学することを決めてしまった。;Without discussing it with my parents, I decided to go to a university (入学＝entry to school).;"V-naiず（に） Meaning: Without V-ing; instead of V-ing NOTE THE EXCEPTION: する becomes せずに。 This meaning is sometimes synonymous with ないで when ないで means ""without doing something"" or ""instead of doing something"" に is sometimes omitted."
日本人は丁寧で親切だ。そういう話をよく聞く。;The Japanese are polite and kind. I often hear that kind of story.;（そういう／こういう／ああいう）N  When used to describe what the speaker sees or perceives, the words refers to something/someone close to the hearer, close to the speaker, and away from both respectively. (2) The words can also refer to something the speaker has just mentioned  as is the case with this example.
面白くて元気が出る、そういう本を探しています。;Something interesting and invigorating - that's the kind of book I'm looking for.;（そういう／こういう／ああいう）N  When used to describe what the speaker sees or perceives, the words refers to something/someone close to the hearer, close to the speaker, and away from both respectively. (2) The words can also refer to something the speaker has just mentioned  as is the case with this example.
動物園でパンダの赤ちゃんが３匹生まれたそうだ。こういうニュースはうれしい。;It seems that a panda at the zoo has had 3 babies. I'm happy to hear news like that.;（そういう／こういう／ああいう）N  When used to describe what the speaker sees or perceives, the words refers to something/someone close to the hearer, close to the speaker, and away from both respectively. (2) These phrases can also be used to refer to something/someone the speaker just mentioned. こういう, specifically, can be used when the speaker or hearer has just stated something factual about something/someone.
日本のスポーツクラブの先輩と後輩の関係って面白いね。 山田：うん、ああいう関係って、他の国ではあまり見られないだろうね。;The sempai/kohai relationship in Japanese sports club is interesting, isn't it? Yamada: yeah, that sort of relationship is probably not something you really see in other countries.;（そういう／こういう／ああいう）N  When used to describe what the speaker sees or perceives, the words refers to something/someone close to the hearer, close to the speaker, and away from both respectively. (2) these phrases can also refer to something the speaker or hearer has just mentioned. ああいう, specifically, is used when the information the speaker or hearer has just mentioned is known to both.
奈良は日本で一番歴史の古い町の一つと言えるでしょう。;It probably can be said that Nara is one of the cities with the oldest histories in Japan.;"Sと言えるでしょう。 means: It probably can be said that ~; it is probably all right to say that ~. This pattern is used when the speaker is quite certain that his/her statement is correct, but wants to soften the statement so as not to appear too assertive. This is a formal expression."
日本語を勉強している外国人は多くなってきていると言えるだろう。;It is probably all right to say that foreigners studying Japanese are coming to be more numerous.;"Sと言えるだろう。 means: It probably can be said that ~; it is probably all right to say that ~. This pattern is used when the speaker is quite certain that his/her statement is correct, but wants to soften the statement so as not to appear too assertive. This is a formal expression."
現代は、コンピューターがなければ、暮らしにくい時代になったと言えるだろう。;One could say that we've entered an era where it's hard to live without computers.;"Sと言えるだろう。 means: It probably can be said that ~; it is probably all right to say that ~. This pattern is used when the speaker is quite certain that his/her statement is correct, but wants to soften the statement so as not to appear too assertive. This is a formal expression."
外国語を勉強するということは、ほかの国の文化を勉強するという事なのだ。;To learn a foreign language is to learn another country's culture.;"XはY（という）ことなのだ。 Means: X is Y; X means that Y This structure is used to indicate what X is or what X means. なのだ makes the statement more emphatic. To make this expression more formal, use である in place of だ。Also notice how the なの became なん in this example."
お金持ちになることは、幸せになれるということなのだろうか。;I wonder if money can truly make a person happy.;"Sと言えるだろう。 means: It probably can be said that ~; it is probably all right to say that ~. This pattern is used when the speaker is quite certain that his/her statement is correct, but wants to soften the statement so as not to appear too assertive. This is a formal expression."
バレンタインデーにチョコレートをくれたということは、彼女は君が好きだということなんだよ。;To be given chocolate on Valentine's Day means that a girl likes you.;"XはY（という）ことなのだ。 Means: X is Y; X means that Y This structure is used to indicate what X is or what X means. なのだ makes the statement more emphatic. To make this expression more formal, use である in place of だ。Also notice how the なの became なん in this example."
お金持ちになることは、幸せになれるということなのだろう。;If you become a rich person, it may mean that you can become happy.;"XはY（という）ことなのだ。 Means: X is Y; X means that Y This structure is used to indicate what X is or what X means. なのだ makes the statement more emphatic. To make this expression more formal, use である in place of だ。"
大阪まで新幹線で行きたいんですが、いくらでしょうか。;I would like to go as far as Osaka by bullet train, but how much does it cost?;〜ん（だけど／ですが） means: but (in english, null in most situations) This phrase is used as a preliminary remark by the speaker to inform the hearer of the speaker's desire, the current situation, etc. before (a) asking a question related to that desire. (as seen in this example) んですが is more formal than んだけど。This expression is used in spoken/casually written Japanese.
先生、この文法よく分からないんですが。。。;Teacher, I don't understand this grammar very well, so...(could you help me with it);〜ん（だけど／ですが） means: but (in english, null in most situations) This phrase is used as a preliminary remark by the speaker to inform the hearer of the speaker's desire, the current situation, etc. before (c) making a related request. Often, when a request is made it is unstated because it is understood (as seen in this example).  んですが is more formal than んだけど。This expression is used in spoken/casually written Japanese.
友達の誕生日にプレゼントを送りたいんだけど、何がいいと思う？;"I want to get my friend a present for (her) birthday; what do you think would be good?";〜ん（だけど／ですが） means: but (in english, null in most situations) This phrase is used as a preliminary remark by the speaker to inform the hearer of the speaker's desire, the current situation, etc. before (b) seeking an opinion on the matter. (as seen in this example) んですが is more formal than んだけど。This expression is used in spoken/casually written Japanese.
私は野球を見るのが好きなんだけど、トムさんはスポーツは何が好き？;I like to watch baseball. What sports do you like, Tom?;〜ん（だけど／ですが） means: but (in english, null in most situations) This phrase is used as a preliminary remark by the speaker to inform the hearer of the speaker's desire, the current situation, etc. before (b) seeking an opinion on the matter. (as seen in this example) んですが is more formal than んだけど。This expression is used in spoken/casually written Japanese.
この映画、面白そうなんだけど、一緒に見に行かない？;This movie looks interesting. Do you want to go see it with me?;〜ん（だけど／ですが） means: but (in english, null in most situations) This phrase is used as a preliminary remark by the speaker to inform the hearer of the speaker's desire, the current situation, etc. before (b) seeking an opinion on the matter. (as seen in this example) んですが is more formal than んだけど。This expression is used in spoken/casually written Japanese.
今日は試験が二つもあったんです。それで、昨日はコンサートに行けませんでした。;I had two tests today, so I couldn't go to the concert yesterday.;〜ん（だけど／ですが） means: but (in english, null in most situations) This phrase is used as a preliminary remark by the speaker to inform the hearer of the speaker's desire, the current situation, etc. before (b) seeking an opinion on the matter. (as seen in this example) んですが is more formal than んだけど。This expression is used in spoken/casually written Japanese.
子供の時、アニメが大好きだったんだ。それで、日本語を勉強しようと思ったんだ。;When I was a child I loved anime. Because of that I thought I would study Japanese.;"S１。それで、S２。 means: ""Because of that;"" ""so that's why; for that reason It is a sentence-initial conjunction. It precedes a fact, conclusion, decision, etc. In this, S1 is the cause/reason for the info stated in S2.  それで cannot be used when S2 is the speaker's judgement, request or command; in that case だから should be used."
トムは明日試験がある。だから今日のパーティーに来ないと思う。;Tom has a test tomorrow. That's why I don't think he'll come to today's party.;"S1. だから、S２。 means: that's why; because of that; for that reason. だから is used to indicate the speaker's judgement, request or command in S2, based on the information in S1.  それで cannot substitute だから in this situation."
昨日はとても天気が悪くて、寒かった。それで、試合を見に来た人が少なかった。;It was cold yesterday and the weather was really bad. Because of that, not many people came to see the game.;"S１。それで、S２。 means: ""Because of that;"" ""so that's why; for that reason It is a sentence-initial conjunction. It precedes a fact, conclusion, decision, etc. In this, S1 is the cause/reason for the info stated in S2.  それで cannot be used when S2 is the speaker's judgement, request or command; in that case だから should be used."
明日から春休みなんです。ーああ、それで、みんな嬉しそうにしているんですね。;Spring break starts tomorrow. - Oh, so that's why everyone looks so cheerful.;"S１。それで、S２。 means: ""Because of that;"" ""so that's why; for that reason It is a sentence-initial conjunction. It precedes a fact, conclusion, decision, etc. In this, S1 is the cause/reason for the info stated in S2.  それで cannot be used when S2 is the speaker's judgement, request or command; in that case だから should be used."
世界中、どこに行ってもマクドナルドが食べられる。;No matter where you go throughout the world you can eat McDonald's.;"QW(prt)+V-teも When ても is used with a question word it means: ""no matter"" or ""without regard to"""
この漢字何回覚えても、すぐに忘れてしまう。;No matter how many times I memorize this kanji I forget it right away.;"QW(prt)+V-teも When ても is used with a question word it means: ""no matter"" or ""without regard to"""
この問題はいくら考えても分からない。;No matter how much I think about this problem I don't understand it.;"QW(prt)+V-teも When ても is used with a question word it means: ""no matter"" or ""without regard to"""
試合に負けてどんなに悔しくても、泣いてはいけない。;If you lose the game, no matter how regrettable it is you mustn't  cry.;"QW(prt)_+(A)-te も When ても is used with a question word it means: ""no matter"" or ""without regard to"""
彼はギターがとても上手だ。どんな曲でも弾ける。;He is skilled at playing guitar. No matter what tune it is, he can play it.;"QW (prt) + (ANa/N) + でも When ても is used with a question word it means: ""no matter"" or ""without regard to"" NOTE: QW: どんな、どこ、いくら、誰、いつ、何"
日本にいるうちに、色々な所に旅行に行きたい。;While I'm still in Japan, I want to go visit various places.;V−plain.nonpastうちに is used when someone does something before a situation or state changes. 間に can not substitute for うちに here, even though the ない form of the verb is not used, because the statement implies that it would be not possible, easy or wise to go to places in Japan after he is not in Japan anymore.
熱いうちに、どうぞ召し上がって下さい。;While it is still hot, please eat. (very polite phrasing);A-plain.nonpast うちに is used when someone does something before a situation or state changes. 間に  might be able to substitute for うちに here, because the ない form of the verb is not used, and because the statement doesn't imply that it would be not possible, easy or wise to eat after the food is not hot.
暑くならないうちに、犬の散歩をしてきた方がいいよ。;It's best to walk the dog before it becomes hot outside.;A-plain.nonpast うちに is used when someone does something before a situation or state changes. 間に can not substitute for うちに here because the ない form of the verb is used。
子供のうちに外国語を勉強すると発音がよくなるそうだ。;If you study foreign languages while you're still a child you can develop good pronunciation.;Nのうちに is used when someone does something before a situation or state changes. 間に can not substitute for うちに here, even though the ない form of the verb is not used, because the statement implies that it would be not possible, easy or wise to develop good pronunciation after you are no longer a child.
両親は、元気なうちに旅行することにした。;My parents have decided to take a trip abroad while they're still feeling up to it.;Nのうちに is used when someone does something before a situation or state changes. 間に can not substitute for うちに here, even though the ない form of the verb is not used, because the statement implies that it would be not possible, easy or wise to develop good pronunciation after you are no longer a child.
できれば医者になりたいが、授業料が高いので難しいかもしれない。;If possible, I would like to become a doctor, but the tuition cost is expensive so it'll probably be difficult to do.;"できれば／できたら means: If possible; if you don't mind; if it's all right It literally means ""if possible"" but can be used to ask a favor of someone in a less direct way. できれば is slightly more formal than できたら。"
スミスさん、できれば、この英語、直してくれると助かるんだけど。;Ms. Smith, if you don't mind, it would really help me if you'd fix this english, but...(could you?);"できれば／できたら means: If possible; if you don't mind; if it's all right It literally means ""if possible"" but can be used to ask a favor of someone in a less direct way. できれば is slightly more formal than できたら。"
先月貸した本、出来たら明日までに返してもらいたいんだけど。;If possible, I'd help if you could return the book I lent you last month by tomorrow.;"できれば／できたら means: If possible; if you don't mind; if it's all right It literally means ""if possible"" but can be used to ask a favor of someone in a less direct way. できれば is slightly more formal than できたら。"
山田さん、できたら果物を持って来てくれない？;Mr. Yamada, if possible, could you bring fruits with you for me?;"できれば／できたら means: If possible; if you don't mind; if it's all right It literally means ""if possible"" but can be used to ask a favor of someone in a less direct way. できれば is slightly more formal than できたら。"
今、食べたばかりですから,　お腹がいっぱいで、何も食べられません。;I am so full and can't eat anything else, because I ate just now.;"V-plain.past ばかりだ。 Means: ""have just V-ed"" Indicates that someone has just done something or something has just happened. The noun modification form is ばかりの。"
この建物はできたばかりだから、新しくて、とてもきれいだ。;This building has just been built, so everything (inside) is new and clean.;"V-plain.past ばかりだ。 Means: ""have just V-ed"" Indicates that someone has just done something or something has just happened. The noun modification form is ばかりの。"
日本に来たばかりのころは、日本の習慣がよくわからなくて困った。;Just after I arrived in Japan, I had trouble because I didn't understand Japanese customs very well.;"V-plain.past ばかりだ。 Means: ""have just V-ed"" Indicates that someone has just done something or something has just happened. The noun modification form is ばかりの。"
先週、一年生に成ったばかりの学生のためのオリエンテーションがあった。;Last week was the orientation for the students who just became freshman.;"V.plain.past ばかりの N Means: ""have just V-ed"" Indicates that someone has just done something or something has just happened. The noun modification form is ばかりの."
一日当たり５千円もらったことになる。;That comes to 5,000 yen per day.;"number+counter当たりNumber+counter Means: per~; a ~; for a ~"
一時間当たり１０ドル;10 dollars per hour;"number+counter当たりNumber+counter Means: per~; a ~; for a ~"
一人当たりのコスト;cost per person;"number+counter当たりのN Means: per~; a ~; for a ~"
夏休みに一か月アルバイトをして15万円もらった。一日当たり5千円もらったことになる。;I worked a part-time job for a month over summer vacation and got 150,000 yen. That comes to 5,000 yen per day.;"number+counter当たりのN Means: per~; a ~; for a ~"
子供が10人います。ミカンは30個ありますから、一人当たり何個食べられますか。;There are then children. We have thirty tangerines, so how many can each child eat?;"number+counter当たりのN Means: per~; a ~; for a ~"
マラソンの選手は100メートルあたり16秒ぐらいで走るそうです。この速さで42.195キロ走り続けるんだから、すごいですね。;They say that marathon athletes run at a pace of about 16 seconds per 100 meters. Running for 42.195 kilometers at that speed is pretty amazing, isn't it?;"number+counter当たりのN Means: per~; a ~; for a ~"
彼が住みたがっているのは関東だが、私が住みたいのは関西の方だ。;Where he wants to live is Kanto, but Kansai is where I want to live.;SのはXの方だ。 This is used to emphasize that it is X that makes the proposition (assertion/judgement) in S true. Means: It is X that S.
背が高いのは弟の方だ。でも、足が速いのは僕の方だ。;It is my younger brother who is tall. But it is I who am faster.;SのはXの方だ。 This is used to emphasize that it is X that makes the proposition (assertion/judgement) in S true. Means: It is X that S.
ひらがなとカタカナでは、難しいのはカタカナの方だ。;Between hiragana and katakana, katakana is the harder of the two.;SのはXの方だ。 This is used to emphasize that it is X that makes the proposition (assertion/judgement) in S true. Means: It is X that S.
あのレストランは静かだ。でも、食べ物がおいしいのはこのレストランの方だと思う。;That restaurant is quiet. But I think it is this restaurant that has delicious food.;SのはXの方だ。 This is used to emphasize that it is X that makes the proposition (assertion/judgement) in S true. Means: It is X that S.
一週間に一回はプールで泳ぐようにしている。;I'm trying my best to swim at least once a week.;"#(+counter)は  When the particle は follows a quantifier (i.e. a word such as 3本 or 少し), it adds the meaning ""at least."""
この町は車がないと生活ができないから、どの家でも一台か二台は車がある。;You can't live without a car in this town, so every house has at least one or two.;"N　(だけ／ぐらい／くらい）は When the particle は follows a quantifier (i.e. a word such as 3本 or 少し), it adds the meaning ""at least."" だけは、ぐらいは、and くらいは after a noun have the same meaning."
仕事が忙しくても、昼ご飯だけは食べて下さいね。;No matter how busy you are at work, please at least eat lunch.;"N　(だけ／ぐらい／くらい）は When the particle は follows a quantifier (i.e. a word such as 3本 or 少し), it adds the meaning ""at least."" だけは、ぐらいは、and くらいは after a noun have the same meaning."
30人もパーティに誘ったから、10人ぐらいは来てくれるだろう。;I invited as many as 30 people to the party, so I imagine at least about 10 will come.;"N　(だけ／ぐらい／くらい）は When the particle は follows a quantifier (i.e. a word such as 3本 or 少し), it adds the meaning ""at least."" だけは、ぐらいは、and くらいは after a noun have the same meaning."
砕けた話し方はまだあまり慣れていないけれど、少しは話せるようになった。;I'm still not very used to casual speech, but at least I can use it to some extent now.;"N　(だけ／ぐらい／くらい）は When the particle は follows a quantifier (i.e. a word such as 3本 or 少し), it adds the meaning ""at least."" だけは、ぐらいは、and くらいは after a noun have the same meaning."
日本には、本州をはじめ四つの大きな島がある。;Japan, starting with Honshuu, has four large islands.;"Nをはじめ means: beginning with~; starting with ~; including ~"
私の家族は、父をはじめみんな辛い物が大好きだ。;In my family, everyone loves spicy food, including my dad.;"Nをはじめ means: beginning with~; starting with ~; including ~"
日本に留学中は、ホームステイの家族をはじめいろいろな人にお世話になった。;When I was studying in Japan, a lot of people helped me out, starting with my host family.;"Nをはじめ means: beginning with~; starting with ~; including ~"
健康のためには、毎日6時間以上寝るようにしたほうがいいそうだ。;I've heard that to be healthy, it's best to get six hours or more of sleep every day.;"Demonstrative Pronoun 以上  means:""equal to or more than X""; ""more than;"" ""or more"""
もうこれ以上は食べられません。;I can't eat any more than this.;"Demonstrative Pronoun 以上  means:""equal to or more than X""; ""more than;"" ""or more"""
１８歳以上の人しか見られません。;Those who aren't 18 years old or more can't watch.;# (+counter) 以上  means: equal to or more than X, more than, or more
プレゼントは５０ドル以下の物にしようと思う。;I'm thinking as a present I will get something for $50 or less.;"＃（＋counter) 以下 means ""equal to or less than X;"" ""less than;"" ""or less"""
コースを開くためには、学生が五人以上必要です。それ以下の場合は、キャンセルです。;In order to open the class there must be 5 students or more. In the event that it is less than that, the class will be canceled.;"＃（＋counter) 以下 Demonstrative pronoun 以下  The first means ""equal to or more than X"" The second is ""equal to or less than X, less than, or less"""
私は、愛さえあれば幸せです。;As long as I have love, I am happy.;"N( =clause X) さえ V-cond (=clause Y) Means: If~ only ~; If~ just ~; as long as; If only (clause X), then (Clause Y) The grammar is used when the condition presented in the clause is the only condition to make the statement in the main clause true. さえ replaces が and を, but never any other particle in this structure."
一緒に住んでくれるルームメートさえ見つかれば、いつでも引っ越せる。;If I could just find a roommate to live with, I could move any time.;"N( =clause X) さえ V-cond (=clause Y) Means: If~ only ~; If~ just ~; as long as; If only (clause X), then (Clause Y) The grammar is used when the condition presented in the clause is the only condition to make the statement in the main clause true. さえ replaces が and を, but never any other particle in this structure."
いい友達さえいれば、他に欲しいものありません。;If I only had good friends, then I wouldn't want anything else.;"N( =clause X) さえ V-cond (=clause Y) Means: If~ only ~; If~ just ~; as long as; If only (clause X), then (Clause Y) The grammar is used when the condition presented in the clause is the only condition to make the statement in the main clause true. さえ replaces が and を, but never any other particle in this structure."
雪さえ降らなければ、車の運転は怖くない。;As long as it doesn't snow, driving a car isn't scary.;"N( =clause X) さえ V-cond (=clause Y) Means: If~ only ~; If~ just ~; as long as; If only (clause X), then (Clause Y) The grammar is used when the condition presented in the clause is the only condition to make the statement in the main clause true. さえ replaces が and を, but never any other particle in this structure."
お酒さえ飲まなければ、何を飲んでも食べてもいいですよ。;You can drink and eat whatever you want as long as you don't drink alcohol.;"N( =clause X) さえ V-cond (=clause Y) Means: If~ only ~; If~ just ~; as long as; If only (clause X), then (Clause Y) The grammar is used when the condition presented in the clause is the only condition to make the statement in the main clause true. さえ replaces が and を, but never any other particle in this structure."
4年間頑張って勉強して、ついに卒業に日が来た。うれしいけれど、ちょっと寂しい。;I spent four years studying hard, and now graduation day has finally come. I'm happy, but it's kind of a sweet yet sad feeling.;"ついに meaning: at last; in the end; after all is an adverb indicating that something happens or something expected doesn't happen, after waiting for it, longing for it, expecting it to happen, making an effort to make it happen, or after struggling/suffering in a hard situation for a long time."
2007年の夏、子供たちはついにハリーポッターの最後のストーリーを読むことができた。;At last, in the summer of 2007, children were able to read the final installment of the Harry Potter series.;"ついに meaning: at last; in the end; after all is an adverb indicating that something happens or something expected doesn't happen, after waiting for it, longing for it, expecting it to happen, making an effort to make it happen, or after struggling/suffering in a hard situation for a long time."
兄は長い間頑張ってきたが、ついにプロのフットボール選手になる夢をあきらめた。;My older brother gave it his best for years and years, but in the end he gave up on his dream of becoming a pro-football player.;"ついに meaning: at last; in the end; after all is an adverb indicating that something happens or something expected doesn't happen, after waiting for it, longing for it, expecting it to happen, making an effort to make it happen, or after struggling/suffering in a hard situation for a long time."
20年も乗っていた車がついにうごくなってしまった。;The car we used for as many as 20 years finally stopped working.;"ついに meaning: at last; in the end; after all is an adverb indicating that something happens or something expected doesn't happen, after waiting for it, longing for it, expecting it to happen, making an effort to make it happen, or after struggling/suffering in a hard situation for a long time."
日本の有名な小説がハリウッドで映画化されることになった。;It's been decided that that famous novel will be adapted for the screen.;"N+化する Meaning: -ize; make; become; change to 化する is a suffix and adds the meaning ""-ization"" to nouns and no-adjectives."
この大学は外国人が多くて、国際化が進んでいる。;This university has many foreign students and internationalization (of the campus) is progressing.;"N＋化 Meaning: -ization; making ~; becoming~; changing to ~  The suffix 化 adds the meaning ""-ization"" to nouns and no-adjectives."
「デスノート」という漫画はアニメ化もゲーム化もされました。;"The manga ""Death Note"" has been made into both an anime and a video game.";"N+化する Meaning: -ize; make; become; change to 化する is a suffix and adds the meaning ""-ization"" to nouns and no-adjectives."
一人の人しか言わないことを一般化するのは、よくありませんよ。;It's not a good idea to make a generalization based on what just one person has said, you know.;"N+化する Meaning: -ize; make; become; change to 化する is a suffix and adds the meaning ""-ization"" to nouns and no-adjectives."
